# Step   Time     sin1        cos1        sin2        cos2        h1          h2 
2799  27.9900    0.051175    0.998690    0.833184    0.552996    0.001310    0.448314
2800  28.0000    0.010996    0.999940    0.822068    0.569390    0.000060    0.430670
2801  28.0100   -0.028261    0.999601    0.809072    0.587709    0.000399    0.412690
2802  28.0200   -0.066477    0.997788    0.794083    0.607809    0.002212    0.394403
2803  28.0300   -0.103533    0.994626    0.776978    0.629527    0.005374    0.375847
2804  28.0400   -0.139314    0.990248    0.757635    0.652679    0.009752    0.357073
2805  28.0500   -0.173707    0.984797    0.735926    0.677062    0.015203    0.338141
2806  28.0600   -0.206608    0.978424    0.711731    0.702452    0.021576    0.319124
2807  28.0700   -0.237915    0.971286    0.684932    0.728607    0.028714    0.300107
2808  28.0800   -0.267534    0.963548    0.655416    0.755268    0.036452    0.281184
2809  28.0900   -0.295379    0.955380    0.623084    0.782155    0.044620    0.262465
2810  28.1000   -0.321371    0.946954    0.587843    0.808975    0.053046    0.244071
2811  28.1100   -0.345437    0.938442    0.549615    0.835418    0.061558    0.226140
2812  28.1200   -0.367513    0.930018    0.508337    0.861158    0.069982    0.208824
2813  28.1300   -0.387541    0.921852    0.463960    0.885856    0.078148    0.192291
2814  28.1400   -0.405466    0.914110    0.416449    0.909159    0.085890    0.176731
2815  28.1500   -0.421240    0.906949    0.365789    0.930698    0.093051    0.162353
2816  28.1600   -0.434818    0.900518    0.311985    0.950087    0.099482    0.149394
2817  28.1700   -0.446157    0.894955    0.255063    0.966925    0.105045    0.138121
2818  28.1800   -0.455217    0.890380    0.195079    0.980788    0.109620    0.128832
2819  28.1900   -0.461967    0.886897    0.132127    0.991233    0.113103    0.121870
2820  28.2000   -0.466382    0.884583    0.066350    0.997796    0.115417    0.117620
2821  28.2100   -0.468457    0.883486   -0.002037    0.999998    0.116514    0.116516
2822  28.2200   -0.468217    0.883614   -0.072723    0.997352    0.116386    0.119034
2823  28.2300   -0.465737    0.884923   -0.145267    0.989392    0.115077    0.125684
2824  28.2400   -0.461168    0.887313   -0.219063    0.975711    0.112687    0.136977
2825  28.2500   -0.454762    0.890613   -0.293320    0.956014    0.109387    0.153372
2826  28.2600   -0.446885    0.894591   -0.367062    0.930197    0.105409    0.175212
2827  28.2700   -0.438021    0.898965   -0.439188    0.898395    0.101035    0.202640
2828  28.2800   -0.428727    0.903434   -0.508576    0.861017    0.096566    0.235549
2829  28.2900   -0.419577    0.907720   -0.574212    0.818707    0.092280    0.273573
2830  28.3000   -0.411091    0.911594   -0.635302    0.772264    0.088406    0.316142
2831  28.3100   -0.403687    0.914897   -0.691329    0.722540    0.085103    0.362562
2832  28.3200   -0.397663    0.917532   -0.742038    0.670357    0.082468    0.412111
2833  28.3300   -0.393198    0.919454   -0.787395    0.616449    0.080546    0.464097
2834  28.3400   -0.390380    0.920654   -0.827515    0.561443    0.079346    0.517903
2835  28.3500   -0.389224    0.921143   -0.862614    0.505863    0.078857    0.572994
2836  28.3600   -0.389699    0.920942   -0.892960    0.450136    0.079058    0.628922
2837  28.3700   -0.391742    0.920075   -0.918848    0.394612    0.079925    0.685313
2838  28.3800   -0.395268    0.918566   -0.940578    0.339579    0.081434    0.741855
2839  28.3900   -0.400183    0.916435   -0.958447    0.285271    0.083565    0.798294
2840  28.4000   -0.406386    0.913702   -0.972744    0.231884    0.086298    0.854415
2841  28.4100   -0.413771    0.910381   -0.983744    0.179577    0.089619    0.910042
2842  28.4200   -0.422233    0.906487   -0.991711    0.128485    0.093513    0.965028
2843  28.4300   -0.431668    0.902033   -0.996897    0.078718    0.097967    1.019250
2844  28.4400   -0.441972    0.897029   -0.999539    0.030366    0.102971    1.072605
2845  28.4500   -0.453044    0.891488   -0.999864   -0.016497    0.108512    1.125009
2846  28.4600   -0.464785    0.885423   -0.998088   -0.061814    0.114577    1.176390
2847  28.4700   -0.477100    0.878849   -0.994415   -0.105540    0.121151    1.226690
2848  28.4800   -0.489895    0.871782   -0.989041   -0.147643    0.128218    1.275862
2849  28.4900   -0.503081    0.864239   -0.982149   -0.188105    0.135761    1.323866
2850  28.5000   -0.516573    0.856243   -0.973915   -0.226915    0.143757    1.370672
2851  28.5100   -0.530289    0.847817   -0.964503   -0.264073    0.152183    1.416257
2852  28.5200   -0.544153    0.838986   -0.954069   -0.299588    0.161014    1.460602
2853  28.5300   -0.558089    0.829781   -0.942758   -0.333477    0.170219    1.503696
2854  28.5400   -0.572032    0.820232   -0.930708   -0.365762    0.179768    1.545531
2855  28.5500   -0.585915    0.810372   -0.918046   -0.396474    0.189628    1.586102
2856  28.5600   -0.599681    0.800239   -0.904889   -0.425648    0.199761    1.625409
2857  28.5700   -0.613275    0.789870   -0.891346   -0.453324    0.210130    1.663454
2858  28.5800   -0.626647    0.779304   -0.877517   -0.479545    0.220696    1.700242
2859  28.5900   -0.639752    0.768581   -0.863494   -0.504359    0.231419    1.735778
2860  28.6000   -0.652551    0.757745   -0.849360   -0.527814    0.242255    1.770070
2861  28.6100   -0.665008    0.746836   -0.835189   -0.549963    0.253164    1.803127
2862  28.6200   -0.677092    0.735899   -0.821049   -0.570857    0.264101    1.834959
2863  28.6300   -0.688775    0.724975   -0.807000   -0.590551    0.275025    1.865576
2864  28.6400   -0.700036    0.714108   -0.793096   -0.609097    0.285892    1.894989
2865  28.6500   -0.710853    0.703340   -0.779382   -0.626549    0.296660    1.923209
2866  28.6600   -0.721213    0.692713   -0.765899   -0.642960    0.307287    1.950247
2867  28.6700   -0.731103    0.682267   -0.752684   -0.658382    0.317733    1.976115
2868  28.6800   -0.740512    0.672043   -0.739765   -0.672865    0.327957    2.000822
2869  28.6900   -0.749435    0.662078   -0.727169   -0.686458    0.337922    2.024380
2870  28.7000   -0.757866    0.652410   -0.714917   -0.699209    0.347590    2.046799
2871  28.7100   -0.765804    0.643074   -0.703027   -0.711163    0.356926    2.068089
2872  28.7200   -0.773247    0.634105   -0.691513   -0.722364    0.365895    2.088260
2873  28.7300   -0.780197    0.625533   -0.680386   -0.732854    0.374467    2.107320
2874  28.7400   -0.786656    0.617391   -0.669657   -0.742671    0.382609    2.125279
2875  28.7500   -0.792627    0.609707   -0.659331   -0.751852    0.390293    2.142145
2876  28.7600   -0.798113    0.602508   -0.649416   -0.760434    0.397492    2.157926
2877  28.7700   -0.803120    0.595818   -0.639913   -0.768447    0.404182    2.172629
2878  28.7800   -0.807651    0.589661   -0.630828   -0.775923    0.410339    2.186262
2879  28.7900   -0.811711    0.584059   -0.622161   -0.782889    0.415941    2.198830
2880  28.8000   -0.815305    0.579031   -0.613914   -0.789373    0.420969    2.210341
2881  28.8100   -0.818438    0.574595   -0.606090   -0.795396    0.425405    2.220801
2882  28.8200   -0.821112    0.570767   -0.598688   -0.800982    0.429233    2.230215
2883  28.8300   -0.823331    0.567561   -0.591712   -0.806150    0.432439    2.238588
2884  28.8400   -0.825098    0.564990   -0.585162   -0.810916    0.435010    2.245926
2885  28.8500   -0.826413    0.563064   -0.579041   -0.815298    0.436936    2.252234
2886  28.8600   -0.827278    0.561793   -0.573353   -0.819309    0.438207    2.257516
2887  28.8700   -0.827691    0.561183   -0.568100   -0.822959    0.438817    2.261776
2888  28.8800   -0.827652    0.561241   -0.563289   -0.826260    0.438759    2.265019
2889  28.8900   -0.827157    0.561971   -0.558924   -0.829219    0.438029    2.267248
2890  28.9000   -0.826202    0.563374   -0.555012   -0.831842    0.436626    2.268468
2891  28.9100   -0.824782    0.565451   -0.551562   -0.834134    0.434549    2.268682
2892  28.9200   -0.822889    0.568201   -0.548583   -0.836096    0.431799    2.267894
2893  28.9300   -0.820517    0.571622   -0.546085   -0.837730    0.428378    2.266108
2894  28.9400   -0.817655    0.575708   -0.544079   -0.839034    0.424292    2.263326
2895  28.9500   -0.814293    0.580454   -0.542578   -0.840005    0.419546    2.259551
2896  28.9600   -0.810419    0.585851   -0.541596   -0.840639    0.414149    2.254788
2897  28.9700   -0.806020    0.591888   -0.541149   -0.840927    0.408112    2.249039
2898  28.9800   -0.801082    0.598555   -0.541251   -0.840861    0.401445    2.242307
2899  28.9900   -0.795590    0.605836   -0.541920   -0.840430    0.394164    2.234594
2900  29.0000   -0.789527    0.613716   -0.543175   -0.839620    0.386284    2.225904
2901  29.0100   -0.782877    0.622177   -0.545032   -0.838415    0.377823    2.216238
2902  29.0200   -0.775622    0.631198   -0.547512   -0.836798    0.368802    2.205600
2903  29.0300   -0.767744    0.640757   -0.550634   -0.834747    0.359243    2.193990
2904  29.0400   -0.759225    0.650828   -0.554417   -0.832239    0.349172    2.181412
2905  29.0500   -0.750048    0.661384   -0.558880   -0.829249    0.338616    2.167865
2906  29.0600   -0.740193    0.672395   -0.564043   -0.825746    0.327605    2.153351
2907  29.0700   -0.729643    0.683828   -0.569923   -0.821698    0.316172    2.137870
2908  29.0800   -0.718382    0.695649   -0.576537   -0.817071    0.304351    2.121422
2909  29.0900   -0.706394    0.707819   -0.583901   -0.811825    0.292181    2.104006
2910  29.1000   -0.693664    0.720298   -0.592027   -0.805918    0.279702    2.085620
2911  29.1100   -0.680182    0.733043   -0.600927   -0.799304    0.266957    2.066261
2912  29.1200   -0.665937    0.746008   -0.610607   -0.791934    0.253992    2.045926
2913  29.1300   -0.650922    0.759145   -0.621071   -0.783754    0.240855    2.024609
2914  29.1400   -0.635133    0.772403   -0.632319   -0.774708    0.227597    2.002305
2915  29.1500   -0.618570    0.785730   -0.644345   -0.764735    0.214270    1.979006
2916  29.1600   -0.601238    0.799070   -0.657136   -0.753772    0.200930    1.954702
2917  29.1700   -0.583146    0.812367   -0.670675   -0.741751    0.187633    1.929384
2918  29.1800   -0.564308    0.825565   -0.684936   -0.728604    0.174435    1.903039
2919  29.1900   -0.544743    0.838603   -0.699884   -0.714256    0.161397    1.875654
2920  29.2000   -0.524479    0.851423   -0.715478   -0.698636    0.148577    1.847212
2921  29.2100   -0.503548    0.863967   -0.731664   -0.681666    0.136033    1.817698
2922  29.2200   -0.481989    0.876177   -0.748379   -0.663271    0.123823    1.787094
2923  29.2300   -0.459851    0.887996   -0.765551   -0.643376    0.112004    1.755379
2924  29.2400   -0.437187    0.899371   -0.783092   -0.621905    0.100629    1.722535
2925  29.2500   -0.414060    0.910250   -0.800907   -0.598789    0.089750    1.688539
2926  29.2600   -0.390540    0.920586   -0.818885   -0.573958    0.079414    1.653372
2927  29.2700   -0.366703    0.930338   -0.836903   -0.547351    0.069662    1.617013
2928  29.2800   -0.342636    0.939468   -0.854829   -0.518910    0.060532    1.579441
2929  29.2900   -0.318429    0.947947   -0.872515   -0.488587    0.052053    1.540641
2930  29.3000   -0.294180    0.955750   -0.889803   -0.456344    0.044250    1.500594
2931  29.3100   -0.269995    0.962862   -0.906525   -0.422152    0.037138    1.459290
2932  29.3200   -0.245981    0.969275   -0.922501   -0.385994    0.030725    1.416719
2933  29.3300   -0.222252    0.974989   -0.937544   -0.347867    0.025011    1.372878
2934  29.3400   -0.198927    0.980014   -0.951457   -0.307782    0.019986    1.327768
2935  29.3500   -0.176124    0.984368   -0.964038   -0.265764    0.015632    1.281396
2936  29.3600   -0.153966    0.988076   -0.975080   -0.221855    0.011924    1.233779
2937  29.3700   -0.132575    0.991173   -0.984370   -0.176112    0.008827    1.184939
2938  29.3800   -0.112074    0.993700   -0.991696   -0.128606    0.006300    1.134907
2939  29.3900   -0.092586    0.995705   -0.996841   -0.079429    0.004295    1.083724
2940  29.4000   -0.074233    0.997241   -0.999589   -0.028683    0.002759    1.031442
2941  29.4100   -0.057135    0.998366   -0.999724    0.023512    0.001634    0.978122
2942  29.4200   -0.041413    0.999142   -0.997029    0.077021    0.000858    0.923837
2943  29.4300   -0.027183    0.999630   -0.991290    0.131697    0.000370    0.868673
2944  29.4400   -0.014565    0.999894   -0.982288    0.187377    0.000106    0.812729
2945  29.4500   -0.003677    0.999993   -0.969804    0.243885    0.000007    0.756122
2946  29.4600    0.005361    0.999986   -0.953614    0.301032    0.000014    0.698982
2947  29.4700    0.012425    0.999923   -0.933487    0.358612    0.000077    0.641465
2948  29.4800    0.017389    0.999849   -0.909180    0.416403    0.000151    0.583749
2949  29.4900    0.020118    0.999798   -0.880439    0.474160    0.000202    0.526043
2950  29.5000    0.020471    0.999790   -0.846987    0.531613    0.000210    0.468597
2951  29.5100    0.018294    0.999833   -0.808529    0.588457    0.000167    0.411711
2952  29.5200    0.013426    0.999910   -0.764740    0.644339    0.000090    0.355752
2953  29.5300    0.005698    0.999984   -0.715276    0.698843    0.000016    0.301174
2954  29.5400   -0.005059    0.999987   -0.659772    0.751466    0.000013    0.248547
2955  29.5500   -0.018999    0.999820   -0.597878    0.801587    0.000180    0.198593
2956  29.5600   -0.036222    0.999344   -0.529299    0.848435    0.000656    0.152221
2957  29.5700   -0.056719    0.998390   -0.453905    0.891050    0.001610    0.110559
2958  29.5800   -0.080281    0.996772   -0.371878    0.928281    0.003228    0.074946
2959  29.5900   -0.106383    0.994325   -0.283930    0.958845    0.005675    0.046830
2960  29.6000   -0.134114    0.990966   -0.191463    0.981500    0.009034    0.027534
2961  29.6100   -0.162224    0.986754   -0.096539    0.995329    0.013246    0.017917
2962  29.6200   -0.189348    0.981910   -0.001547    0.999999    0.018090    0.018091
2963  29.6300   -0.214306    0.976767    0.091311    0.995822    0.023233    0.027411
2964  29.6400   -0.236290    0.971683    0.180392    0.983595    0.028317    0.044723
2965  29.6500   -0.254883    0.966972    0.264697    0.964332    0.033028    0.068697
2966  29.6600   -0.269956    0.962873    0.343746    0.939063    0.037127    0.098065
2967  29.6700   -0.281559    0.959544    0.417398    0.908724    0.040456    0.131733
2968  29.6800   -0.289826    0.957079    0.485706    0.874122    0.042921    0.168799
2969  29.6900   -0.294924    0.955521    0.548815    0.835944    0.044479    0.208535
