# Step   Time     sin1        cos1        sin2        cos2        h1          h2 
7661  76.6100    0.437739    0.899102    0.750363   -0.661026    0.100898    1.761924
7662  76.6200    0.443347    0.896350    0.775718   -0.631080    0.103650    1.734730
7663  76.6300    0.449150    0.893456    0.800336   -0.599552    0.106544    1.706096
7664  76.6400    0.455188    0.890396    0.824123   -0.566411    0.109604    1.676015
7665  76.6500    0.461500    0.887140    0.846980   -0.531625    0.112860    1.644484
7666  76.6600    0.468129    0.883660    0.868800   -0.495163    0.116340    1.611503
7667  76.6700    0.475119    0.879922    0.889470   -0.456993    0.120078    1.577071
7668  76.6800    0.482515    0.875888    0.908868   -0.417084    0.124112    1.541196
7669  76.6900    0.490364    0.871517    0.926862   -0.375403    0.128483    1.503885
7670  76.7000    0.498717    0.866765    0.943309   -0.331917    0.133235    1.465152
7671  76.7100    0.507625    0.861578    0.958052   -0.286594    0.138422    1.425016
7672  76.7200    0.517142    0.855899    0.970920   -0.239402    0.144101    1.383503
7673  76.7300    0.527325    0.849664    0.981724   -0.190309    0.150336    1.340646
7674  76.7400    0.538232    0.842797    0.990252   -0.139286    0.157203    1.296489
7675  76.7500    0.549924    0.835215    0.996269   -0.086307    0.164785    1.251092
7676  76.7600    0.562462    0.826823    0.999508   -0.031352    0.173177    1.204529
7677  76.7700    0.575907    0.817515    0.999673    0.025584    0.182485    1.156901
7678  76.7800    0.590318    0.807171    0.996424    0.084490    0.192829    1.108339
7679  76.7900    0.605743    0.795660    0.989384    0.145323    0.204340    1.059017
7680  76.8000    0.622218    0.782844    0.978131    0.207990    0.217156    1.009165
7681  76.8100    0.639747    0.768586    0.962205    0.272325    0.231414    0.959090
7682  76.8200    0.658291    0.752764    0.941130    0.338044    0.247236    0.909193
7683  76.8300    0.677738    0.735304    0.914449    0.404701    0.264696    0.859996
7684  76.8400    0.697875    0.716220    0.881796    0.471632    0.283780    0.812148
7685  76.8500    0.718363    0.695669    0.842997    0.537918    0.304331    0.766413
7686  76.8600    0.738734    0.673998    0.798190    0.602406    0.326002    0.723596
7687  76.8700    0.758433    0.651751    0.747895    0.663816    0.348249    0.684433
7688  76.8800    0.776910    0.629612    0.692993    0.720944    0.370388    0.649443
7689  76.8900    0.793711    0.608294    0.634574    0.772862    0.391706    0.618844
7690  76.9000    0.808554    0.588423    0.573748    0.819032    0.411577    0.592546
7691  76.9100    0.821319    0.570470    0.511489    0.859290    0.429530    0.570240
7692  76.9200    0.832019    0.554747    0.448563    0.893751    0.445253    0.551502
7693  76.9300    0.840744    0.541432    0.385539    0.922692    0.458568    0.535876
7694  76.9400    0.847618    0.530608    0.322821    0.946460    0.469392    0.522932
7695  76.9500    0.852767    0.522292    0.260696    0.965421    0.477708    0.512287
7696  76.9600    0.856308    0.516465    0.199372    0.979924    0.483535    0.503611
7697  76.9700    0.858338    0.513084    0.139009    0.990291    0.486916    0.496625
7698  76.9800    0.858932    0.512090    0.079735    0.996816    0.487910    0.491094
7699  76.9900    0.858139    0.513417    0.021664    0.999765    0.486583    0.486818
7700  77.0000    0.855992    0.516989   -0.035099    0.999384    0.483011    0.483627
7701  77.0100    0.852501    0.522726   -0.090451    0.995901    0.477274    0.481373
7702  77.0200    0.847660    0.530540   -0.144291    0.989535    0.469460    0.479924
7703  77.0300    0.841449    0.540337   -0.196516    0.980501    0.459663    0.479162
7704  77.0400    0.833835    0.552013   -0.247024    0.969009    0.447987    0.478978
7705  77.0500    0.824779    0.565456   -0.295713    0.955277    0.434544    0.479268
7706  77.0600    0.814230    0.580543   -0.342485    0.939523    0.419457    0.479934
7707  77.0700    0.802136    0.597142   -0.387245    0.921977    0.402858    0.480881
7708  77.0800    0.788442    0.615109   -0.429907    0.902873    0.384891    0.482018
7709  77.0900    0.773094    0.634291   -0.470394    0.882457    0.365709    0.483252
7710  77.1000    0.756042    0.654523   -0.508638    0.860981    0.345477    0.484496
7711  77.1100    0.737238    0.675633   -0.544586    0.838705    0.324367    0.485662
7712  77.1200    0.716645    0.697438   -0.578201    0.815894    0.302562    0.486668
7713  77.1300    0.694232    0.719752   -0.609460    0.792817    0.280248    0.487431
7714  77.1400    0.669978    0.742381   -0.638354    0.769743    0.257619    0.487876
7715  77.1500    0.643875    0.765130   -0.664894    0.746937    0.234870    0.487932
7716  77.1600    0.615926    0.787804   -0.689103    0.724663    0.212196    0.487533
7717  77.1700    0.586143    0.810207   -0.711018    0.703174    0.189793    0.486619
7718  77.1800    0.554553    0.832149   -0.730687    0.682713    0.167851    0.485138
7719  77.1900    0.521189    0.853441   -0.748166    0.663511    0.146559    0.483047
7720  77.2000    0.486096    0.873905   -0.763519    0.645785    0.126095    0.480309
7721  77.2100    0.449326    0.893368   -0.776810    0.629735    0.106632    0.476897
7722  77.2200    0.410935    0.911665   -0.788102    0.615545    0.088335    0.472791
7723  77.2300    0.370985    0.928639   -0.797454    0.603379    0.071361    0.467982
7724  77.2400    0.329537    0.944143   -0.804917    0.593387    0.055857    0.462470
7725  77.2500    0.286654    0.958034   -0.810528    0.585700    0.041966    0.456266
7726  77.2600    0.242397    0.970177   -0.814308    0.580432    0.029823    0.449390
7727  77.2700    0.196821    0.980439   -0.816262    0.577682    0.019561    0.441878
7728  77.2800    0.149979    0.988689   -0.816367    0.577533    0.011311    0.433777
7729  77.2900    0.101915    0.994793   -0.814578    0.580054    0.005207    0.425153
7730  77.3000    0.052670    0.998612   -0.810819    0.585297    0.001388    0.416091
7731  77.3100    0.002279    0.999997   -0.804982    0.593300    0.000003    0.406703
7732  77.3200   -0.049225    0.998788   -0.796923    0.604080    0.001212    0.397132
7733  77.3300   -0.101810    0.994804   -0.786466    0.617634    0.005196    0.387562
7734  77.3400   -0.155431    0.987847   -0.773398    0.633921    0.012153    0.378232
7735  77.3500   -0.210021    0.977697   -0.757480    0.652858    0.022303    0.369445
7736  77.3600   -0.265474    0.964118   -0.738465    0.674292    0.035882    0.361590
7737  77.3700   -0.321608    0.946873   -0.716125    0.697972    0.053127    0.355155
7738  77.3800   -0.378134    0.925751   -0.690309    0.723515    0.074249    0.350734
7739  77.3900   -0.434610    0.900619   -0.661021    0.750368    0.099381    0.349014
7740  77.4000   -0.490415    0.871489   -0.628517    0.777796    0.128511    0.350715
7741  77.4100   -0.544765    0.838589   -0.593377    0.804925    0.161411    0.356487
7742  77.4200   -0.596801    0.802389   -0.556497    0.830850    0.197611    0.366761
7743  77.4300   -0.645734    0.763562   -0.518961    0.854798    0.236438    0.381640
7744  77.4400   -0.690986    0.722868   -0.481848    0.876255    0.277132    0.400877
7745  77.4500   -0.732253    0.681033   -0.446049    0.895009    0.318967    0.423958
7746  77.4600   -0.769482    0.638668   -0.412189    0.911098    0.361332    0.450234
7747  77.4700   -0.802806    0.596241   -0.380634    0.924726    0.403759    0.479034
7748  77.4800   -0.832457    0.554090   -0.351550    0.936169    0.445910    0.509741
7749  77.4900   -0.858717    0.512450   -0.324962    0.945727    0.487550    0.541823
7750  77.5000   -0.881875    0.471482   -0.300810    0.953684    0.528518    0.574834
7751  77.5100   -0.902209    0.431298   -0.278988    0.960295    0.568702    0.608407
7752  77.5200   -0.919977    0.391973   -0.259363    0.965780    0.608027    0.642247
7753  77.5300   -0.935412    0.353559   -0.241794    0.970328    0.646441    0.676113
7754  77.5400   -0.948728    0.316094   -0.226136    0.974096    0.683906    0.709810
7755  77.5500   -0.960115    0.279604   -0.212250    0.977215    0.720396    0.743180
7756  77.5600   -0.969747    0.244111   -0.200001    0.979796    0.755889    0.776093
7757  77.5700   -0.977781    0.209629   -0.189261    0.981927    0.790371    0.808444
7758  77.5800   -0.984360    0.176170   -0.179908    0.983683    0.823830    0.840146
7759  77.5900   -0.989615    0.143744   -0.171827    0.985127    0.856256    0.871128
7760  77.6000   -0.993668    0.112359   -0.164910    0.986309    0.887641    0.901332
7761  77.6100   -0.996631    0.082020   -0.159053    0.987270    0.917980    0.930710
7762  77.6200   -0.998609    0.052733   -0.154160    0.988046    0.947267    0.959221
7763  77.6300   -0.999700    0.024499   -0.150137    0.988665    0.975501    0.986836
7764  77.6400   -0.999996   -0.002678   -0.146898    0.989152    1.002678    1.013527
7765  77.6500   -0.999585   -0.028799   -0.144358    0.989526    1.028799    1.039273
7766  77.6600   -0.998548   -0.053862   -0.142438    0.989804    1.053862    1.064058
7767  77.6700   -0.996963   -0.077870   -0.141062    0.990001    1.077870    1.087870
7768  77.6800   -0.994904   -0.100826   -0.140159    0.990129    1.100826    1.110697
7769  77.6900   -0.992440   -0.122732   -0.139659    0.990200    1.122732    1.132532
7770  77.7000   -0.989637   -0.143593   -0.139497    0.990222    1.143593    1.153371
7771  77.7100   -0.986557   -0.163415   -0.139612    0.990206    1.163415    1.173209
7772  77.7200   -0.983261   -0.182204   -0.139945    0.990159    1.182204    1.192045
7773  77.7300   -0.979803   -0.199967   -0.140439    0.990089    1.199967    1.209877
7774  77.7400   -0.976236   -0.216710   -0.141043    0.990004    1.216710    1.226707
7775  77.7500   -0.972610   -0.232443   -0.141706    0.989909    1.232443    1.242534
7776  77.7600   -0.968971   -0.247173   -0.142381    0.989812    1.247173    1.257361
7777  77.7700   -0.965363   -0.260909   -0.143026    0.989719    1.260909    1.271190
7778  77.7800   -0.961827   -0.273659   -0.143599    0.989636    1.273659    1.284023
7779  77.7900   -0.958399   -0.285433   -0.144062    0.989569    1.285433    1.295864
7780  77.8000   -0.955114   -0.296238   -0.144380    0.989522    1.296238    1.306716
7781  77.8100   -0.952005   -0.306084   -0.144521    0.989502    1.306084    1.316582
7782  77.8200   -0.949100   -0.314976   -0.144455    0.989511    1.314976    1.325465
7783  77.8300   -0.946425   -0.322924   -0.144156    0.989555    1.322924    1.333369
7784  77.8400   -0.944004   -0.329933   -0.143599    0.989636    1.329933    1.340297
7785  77.8500   -0.941859   -0.336009   -0.142763    0.989757    1.336009    1.346252
7786  77.8600   -0.940006   -0.341157   -0.141630    0.989920    1.341157    1.351238
7787  77.8700   -0.938462   -0.345383   -0.140183    0.990126    1.345383    1.355257
7788  77.8800   -0.937239   -0.348688   -0.138410    0.990375    1.348688    1.358313
7789  77.8900   -0.936347   -0.351075   -0.136301    0.990668    1.351075    1.360408
7790  77.9000   -0.935795   -0.352546   -0.133846    0.991002    1.352546    1.361544
7791  77.9100   -0.935585   -0.353100   -0.131042    0.991377    1.353100    1.361724
7792  77.9200   -0.935722   -0.352738   -0.127887    0.991789    1.352738    1.360949
7793  77.9300   -0.936205   -0.351456   -0.124379    0.992235    1.351456    1.359221
7794  77.9400   -0.937029   -0.349252   -0.120524    0.992710    1.349252    1.356541
7795  77.9500   -0.938190   -0.346122   -0.116326    0.993211    1.346122    1.352911
7796  77.9600   -0.939678   -0.342061   -0.111795    0.993731    1.342061    1.348330
7797  77.9700   -0.941482   -0.337064   -0.106943    0.994265    1.337064    1.342799
7798  77.9800   -0.943588   -0.331123   -0.101784    0.994807    1.331123    1.336317
7799  77.9900   -0.945978   -0.324232   -0.096335    0.995349    1.324232    1.328883
7800  78.0000   -0.948632   -0.316383   -0.090618    0.995886    1.316383    1.320497
7801  78.0100   -0.951527   -0.307566   -0.084655    0.996410    1.307566    1.311156
7802  78.0200   -0.954636   -0.297775   -0.078475    0.996916    1.297775    1.300859
7803  78.0300   -0.957931   -0.287000   -0.072106    0.997397    1.287000    1.289603
7804  78.0400   -0.961378   -0.275231   -0.065582    0.997847    1.275231    1.277384
7805  78.0500   -0.964942   -0.262462   -0.058938    0.998262    1.262462    1.264200
7806  78.0600   -0.968585   -0.248682   -0.052214    0.998636    1.248682    1.250046
7807  78.0700   -0.972264   -0.233886   -0.045453    0.998966    1.233886    1.234919
7808  78.0800   -0.975934   -0.218065   -0.038699    0.999251    1.218065    1.218814
7809  78.0900   -0.979547   -0.201214   -0.032002    0.999488    1.201214    1.201726
7810  78.1000   -0.983052   -0.183328   -0.025413    0.999677    1.183328    1.183651
7811  78.1100   -0.986393   -0.164403   -0.018987    0.999820    1.164403    1.164584
7812  78.1200   -0.989514   -0.144439   -0.012781    0.999918    1.144439    1.144520
7813  78.1300   -0.992353   -0.123433   -0.006857    0.999976    1.123433    1.123457
7814  78.1400   -0.994847   -0.101389   -0.001278    0.999999    1.101389    1.101390
7815  78.1500   -0.996929   -0.078309    0.003889    0.999992    1.078309    1.078317
7816  78.1600   -0.998530   -0.054199    0.008574    0.999963    1.054199    1.054236
7817  78.1700   -0.999577   -0.029067    0.012707    0.999919    1.029067    1.029148
7818  78.1800   -0.999996   -0.002923    0.016210    0.999869    1.002923    1.003054
7819  78.1900   -0.999707    0.024222    0.019006    0.999819    0.975778    0.975959
7820  78.2000   -0.998629    0.052352    0.021013    0.999779    0.947648    0.947869
7821  78.2100   -0.996677    0.081451    0.022146    0.999755    0.918549    0.918794
7822  78.2200   -0.993764    0.111501    0.022317    0.999751    0.888499    0.888748
7823  78.2300   -0.989798    0.142479    0.021433    0.999770    0.857521    0.857750
7824  78.2400   -0.984681    0.174364    0.019398    0.999812    0.825636    0.825824
7825  78.2500   -0.978314    0.207129    0.016110    0.999870    0.792871    0.793001
7826  78.2600   -0.970588    0.240747    0.011461    0.999934    0.759253    0.759319
7827  78.2700   -0.961390    0.275189    0.005339    0.999986    0.724811    0.724826
7828  78.2800   -0.950599    0.310422   -0.002379    0.999997    0.689578    0.689581
7829  78.2900   -0.938082    0.346412   -0.011820    0.999930    0.653588    0.653658
7830  78.3000   -0.923698    0.383121   -0.023125    0.999733    0.616879    0.617147
7831  78.3100   -0.907290    0.420506   -0.036441    0.999336    0.579494    0.580158
7832  78.3200   -0.888685    0.458519   -0.051929    0.998651    0.541481    0.542830
7833  78.3300   -0.867691    0.497104   -0.069762    0.997564    0.502896    0.505332
7834  78.3400   -0.844095    0.536194   -0.090124    0.995931    0.463806    0.467876
7835  78.3500   -0.817658    0.575704   -0.113206    0.993571    0.424296    0.430725
7836  78.3600   -0.788117    0.615526   -0.139205    0.990264    0.384474    0.394211
7837  78.3700   -0.755182    0.655515   -0.168306    0.985735    0.344485    0.358750
7838  78.3800   -0.718552    0.695474   -0.200658    0.979661    0.304526    0.324865
7839  78.3900   -0.677928    0.735128   -0.236339    0.971671    0.264872    0.293201
7840  78.4000   -0.633064    0.774100   -0.275281    0.961364    0.225900    0.264536
7841  78.4100   -0.583834    0.811873   -0.317178    0.948366    0.188127    0.239761
7842  78.4200   -0.530343    0.847783   -0.361383    0.932418    0.152217    0.219799
7843  78.4300   -0.473024    0.881049   -0.406842    0.913498    0.118951    0.205452
7844  78.4400   -0.412687    0.910873   -0.452161    0.891937    0.089127    0.197191
7845  78.4500   -0.350415    0.936595   -0.495836    0.868416    0.063405    0.194989
7846  78.4600   -0.287356    0.957824   -0.536574    0.843853    0.042176    0.198323
7847  78.4700   -0.224501    0.974474   -0.573512    0.819197    0.025526    0.206329
7848  78.4800   -0.162572    0.986697   -0.606249    0.795275    0.013303    0.218029
7849  78.4900   -0.102023    0.994782   -0.634744    0.772722    0.005218    0.232496
7850  78.5000   -0.043102    0.999071   -0.659175    0.751990    0.000929    0.248939
7851  78.5100    0.014079    0.999901   -0.679821    0.733378    0.000099    0.266721
7852  78.5200    0.069485    0.997583   -0.696994    0.717077    0.002417    0.285340
7853  78.5300    0.123121    0.992392   -0.710991    0.703201    0.007608    0.304408
7854  78.5400    0.175009    0.984567   -0.722081    0.691809    0.015433    0.323624
7855  78.5500    0.225172    0.974319   -0.730491    0.682923    0.025681    0.342758
7856  78.5600    0.273633    0.961834   -0.736409    0.676536    0.038166    0.361630
7857  78.5700    0.320403    0.947281   -0.739988    0.672620    0.052719    0.380099
7858  78.5800    0.365487    0.930816   -0.741343    0.671127    0.069184    0.398057
7859  78.5900    0.408881    0.912588   -0.740559    0.671991    0.087412    0.415421
7860  78.6000    0.450572    0.892740   -0.737696    0.675133    0.107260    0.432127
7861  78.6100    0.490544    0.871417   -0.732790    0.680454    0.128583    0.448129
7862  78.6200    0.528773    0.848763   -0.725859    0.687843    0.151237    0.463394
7863  78.6300    0.565237    0.824929   -0.716906    0.697170    0.175071    0.477902
7864  78.6400    0.599911    0.800067   -0.705923    0.708289    0.199933    0.491644
7865  78.6500    0.632774    0.774337   -0.692892    0.721041    0.225663    0.504623
7866  78.6600    0.663808    0.747903   -0.677797    0.735249    0.252097    0.516847
7867  78.6700    0.693001    0.720937   -0.660615    0.750725    0.279063    0.528338
7868  78.6800    0.720349    0.693612   -0.641330    0.767265    0.306388    0.539123
7869  78.6900    0.745857    0.666106   -0.619930    0.784657    0.333894    0.549237
7870  78.7000    0.769538    0.638601   -0.596412    0.802679    0.361399    0.558721
7871  78.7100    0.791418    0.611275   -0.570782    0.821102    0.388725    0.567623
7872  78.7200    0.811532    0.584308   -0.543058    0.839695    0.415692    0.575997
7873  78.7300    0.829925    0.557875   -0.513272    0.858226    0.442125    0.583900
7874  78.7400    0.846653    0.532146   -0.481469    0.876463    0.467854    0.591391
7875  78.7500    0.861778    0.507286   -0.447706    0.894181    0.492714    0.598533
7876  78.7600    0.875372    0.483450   -0.412055    0.911159    0.516550    0.605391
7877  78.7700    0.887512    0.460784   -0.374598    0.927187    0.539216    0.612029
7878  78.7800    0.898280    0.439424   -0.335427    0.942066    0.560576    0.618510
7879  78.7900    0.907757    0.419497   -0.294645    0.955607    0.580503    0.624897
7880  78.8000    0.916027    0.401115   -0.252358    0.967634    0.598885    0.631250
7881  78.8100    0.923173    0.384385   -0.208678    0.977984    0.615615    0.637631
7882  78.8200    0.929271    0.369398   -0.163721    0.986507    0.630602    0.644095
7883  78.8300    0.934395    0.356239   -0.117600    0.993061    0.643761    0.650700
7884  78.8400    0.938609    0.344983   -0.070428    0.997517    0.655017    0.657500
7885  78.8500    0.941970    0.335696   -0.022316    0.999751    0.664304    0.664553
7886  78.8600    0.944524    0.328441    0.026632    0.999645    0.671559    0.671913
7887  78.8700    0.946306    0.323273    0.076316    0.997084    0.676727    0.679643
7888  78.8800    0.947335    0.320245    0.126641    0.991949    0.679755    0.687807
7889  78.8900    0.947618    0.319405    0.177519    0.984117    0.680595    0.696477
7890  78.9000    0.947146    0.320804    0.228865    0.973458    0.679196    0.705738
7891  78.9100    0.945889    0.324489    0.280597    0.959826    0.675511    0.715685
7892  78.9200    0.943803    0.330509    0.332630    0.943057    0.669491    0.726434
7893  78.9300    0.940818    0.338911    0.384876    0.922968    0.661089    0.738121
7894  78.9400    0.936846    0.349741    0.437231    0.899349    0.650259    0.750909
7895  78.9500    0.931774    0.363038    0.489565    0.871967    0.636962    0.764995
7896  78.9600    0.925468    0.378825    0.541708    0.840566    0.621175    0.780608
7897  78.9700    0.917777    0.397097    0.593430    0.804886    0.602903    0.798017
7898  78.9800    0.908539    0.417799    0.644408    0.764682    0.582201    0.817519
7899  78.9900    0.897607    0.440796    0.694202    0.719780    0.559204    0.839424
7900  79.0000    0.884871    0.465837    0.742231    0.670145    0.534163    0.864019
7901  79.0100    0.870300    0.492521    0.787768    0.615972    0.507479    0.891507
7902  79.0200    0.853986    0.520296    0.829998    0.557767    0.479704    0.921937
7903  79.0300    0.836155    0.548494    0.868116    0.496361    0.451506    0.955145
7904  79.0400    0.817151    0.576424    0.901476    0.432829    0.423576    0.990747
7905  79.0500    0.797372    0.603488    0.929699    0.368319    0.396512    1.028193
7906  79.0600    0.777204    0.629249    0.952709    0.303883    0.370751    1.066868
7907  79.0700    0.756961    0.653460    0.970684    0.240358    0.346540    1.106182
7908  79.0800    0.736874    0.676030    0.983968    0.178344    0.323970    1.145627
7909  79.0900    0.717093    0.696977    0.992987    0.118226    0.303023    1.184797
7910  79.1000    0.697702    0.716388    0.998185    0.060230    0.283612    1.223382
7911  79.1100    0.678738    0.734381    0.999990    0.004468    0.265619    1.261151
7912  79.1200    0.660206    0.751085    0.998798   -0.049020    0.248915    1.297935
7913  79.1300    0.642091    0.766628    0.994963   -0.100241    0.233372    1.333613
7914  79.1400    0.624365    0.781132    0.988802   -0.149230    0.218868    1.368098
7915  79.1500    0.606992    0.794708    0.980596   -0.196037    0.205292    1.401330
7916  79.1600    0.589930    0.807454    0.970595   -0.240720    0.192546    1.433266
7917  79.1700    0.573137    0.819460    0.959019   -0.283340    0.180540    1.463881
7918  79.1800    0.556567    0.830803    0.946071   -0.323959    0.169197    1.493156
7919  79.1900    0.540175    0.841553    0.931930   -0.362639    0.158447    1.521086
7920  79.2000    0.523916    0.851770    0.916760   -0.399438    0.148230    1.547668
7921  79.2100    0.507747    0.861506    0.900714   -0.434414    0.138494    1.572907
7922  79.2200    0.491622    0.870809    0.883929   -0.467622    0.129191    1.596813
7923  79.2300    0.475497    0.879717    0.866536   -0.499115    0.120283    1.619398
7924  79.2400    0.459331    0.888265    0.848657   -0.528944    0.111735    1.640679
7925  79.2500    0.443079    0.896482    0.830406   -0.557158    0.103518    1.660676
7926  79.2600    0.426700    0.904393    0.811894   -0.583805    0.095607    1.679412
7927  79.2700    0.410152    0.912017    0.793223   -0.608931    0.087983    1.696914
7928  79.2800    0.393393    0.919370    0.774495   -0.632580    0.080630    1.713210
7929  79.2900    0.376383    0.926464    0.755805   -0.654797    0.073536    1.728332
7930  79.3000    0.359081    0.933307    0.737247   -0.675623    0.066693    1.742317
7931  79.3100    0.341447    0.939901    0.718911   -0.695102    0.060099    1.755201
7932  79.3200    0.323442    0.946248    0.700885   -0.713274    0.053752    1.767026
7933  79.3300    0.305028    0.952343    0.683254   -0.730181    0.047657    1.777838
7934  79.3400    0.286169    0.958179    0.666100   -0.745862    0.041821    1.787683
7935  79.3500    0.266828    0.963744    0.649503   -0.760359    0.036256    1.796615
7936  79.3600    0.246973    0.969022    0.633541   -0.773709    0.030978    1.804687
7937  79.3700    0.226572    0.973994    0.618287   -0.785952    0.026006    1.811958
7938  79.3800    0.205597    0.978637    0.603813   -0.797126    0.021363    1.818489
7939  79.3900    0.184022    0.982922    0.590184   -0.807269    0.017078    1.824346
7940  79.4000    0.161826    0.986819    0.577464   -0.816416    0.013181    1.829597
7941  79.4100    0.138994    0.990293    0.565708   -0.824605    0.009707    1.834312
7942  79.4200    0.115512    0.993306    0.554970   -0.831870    0.006694    1.838564
7943  79.4300    0.091378    0.995816    0.545294   -0.838245    0.004184    1.842429
7944  79.4400    0.066590    0.997780    0.536718   -0.843762    0.002220    1.845982
7945  79.4500    0.041160    0.999153    0.529272   -0.848452    0.000847    1.849300
7946  79.4600    0.015102    0.999886    0.522978   -0.852346    0.000114    1.852460
7947  79.4700   -0.011557    0.999933    0.517850   -0.855472    0.000067    1.855539
7948  79.4800   -0.038785    0.999248    0.513890   -0.857856    0.000752    1.858609
7949  79.4900   -0.066538    0.997784    0.511093   -0.859526    0.002216    1.861742
7950  79.5000   -0.094767    0.995500    0.509443   -0.860505    0.004500    1.865005
7951  79.5100   -0.123410    0.992356    0.508914   -0.860817    0.007644    1.868461
7952  79.5200   -0.152402    0.988319    0.509473   -0.860487    0.011681    1.872168
7953  79.5300   -0.181666    0.983360    0.511075   -0.859536    0.016640    1.876176
7954  79.5400   -0.211123    0.977460    0.513670   -0.857988    0.022540    1.880528
7955  79.5500   -0.240686    0.970603    0.517198   -0.855866    0.029397    1.885263
7956  79.5600   -0.270265    0.962786    0.521595   -0.853193    0.037214    1.890407
7957  79.5700   -0.299767    0.954012    0.526790   -0.849995    0.045988    1.895983
7958  79.5800   -0.329100    0.944295    0.532711   -0.846297    0.055705    1.902002
7959  79.5900   -0.358171    0.933656    0.539281   -0.842126    0.066344    1.908470
7960  79.6000   -0.386887    0.922127    0.546422   -0.837510    0.077873    1.915383
7961  79.6100   -0.415162    0.909748    0.554058   -0.832478    0.090252    1.922731
7962  79.6200   -0.442911    0.896566    0.562111   -0.827062    0.103434    1.930496
7963  79.6300   -0.470056    0.882637    0.570508   -0.821292    0.117363    1.938655
7964  79.6400   -0.496525    0.868023    0.579178   -0.815201    0.131977    1.947179
7965  79.6500   -0.522253    0.852791    0.588051   -0.808824    0.147209    1.956033
7966  79.6600   -0.547183    0.837013    0.597066   -0.802192    0.162987    1.965179
7967  79.6700   -0.571266    0.820765    0.606163   -0.795340    0.179235    1.974575
7968  79.6800   -0.594460    0.804125    0.615290   -0.788301    0.195875    1.984176
7969  79.6900   -0.616733    0.787173    0.624399   -0.781106    0.212827    1.993933
7970  79.7000   -0.638058    0.769988    0.633445   -0.773787    0.230012    2.003799
7971  79.7100   -0.658419    0.752652    0.642394   -0.766375    0.247348    2.013723
7972  79.7200   -0.677805    0.735242    0.651211   -0.758896    0.264758    2.023654
7973  79.7300   -0.696212    0.717836    0.659871   -0.751379    0.282164    2.033542
7974  79.7400   -0.713643    0.700509    0.668351   -0.743846    0.299491    2.043337
7975  79.7500   -0.730107    0.683333    0.676633   -0.736321    0.316667    2.052988
7976  79.7600   -0.745616    0.666376    0.684703   -0.728823    0.333624    2.062447
7977  79.7700   -0.760189    0.649702    0.692550   -0.721370    0.350298    2.071667
7978  79.7800   -0.773845    0.633375    0.700169   -0.713977    0.366625    2.080603
7979  79.7900   -0.786611    0.617449    0.707555   -0.706659    0.382551    2.089210
7980  79.8000   -0.798512    0.601979    0.714706   -0.699425    0.398021    2.097446
7981  79.8100   -0.809577    0.587014    0.721623   -0.692286    0.412986    2.105272
7982  79.8200   -0.819836    0.572599    0.728309   -0.685248    0.427401    2.112650
7983  79.8300   -0.829319    0.558775    0.734769   -0.678318    0.441225    2.119543
7984  79.8400   -0.838059    0.545579    0.741006   -0.671498    0.454421    2.125919
7985  79.8500   -0.846086    0.533046    0.747029   -0.664792    0.466954    2.131745
7986  79.8600   -0.853431    0.521207    0.752843   -0.658200    0.478793    2.136994
7987  79.8700   -0.860123    0.510087    0.758456   -0.651724    0.489913    2.141637
7988  79.8800   -0.866191    0.499712    0.763876   -0.645363    0.500288    2.145651
7989  79.8900   -0.871664    0.490104    0.769111   -0.639115    0.509896    2.149011
7990  79.9000   -0.876567    0.481280    0.774169   -0.632979    0.518720    2.151699
7991  79.9100   -0.880924    0.473258    0.779058   -0.626952    0.526742    2.153694
7992  79.9200   -0.884758    0.466051    0.783786   -0.621031    0.533949    2.154980
7993  79.9300   -0.888089    0.459672    0.788359   -0.615215    0.540328    2.155543
7994  79.9400   -0.890935    0.454131    0.792786   -0.609500    0.545869    2.155370
7995  79.9500   -0.893313    0.449435    0.797072   -0.603884    0.550565    2.154448
7996  79.9600   -0.895236    0.445593    0.801225   -0.598363    0.554407    2.152771
7997  79.9700   -0.896715    0.442608    0.805249   -0.592937    0.557392    2.150328
7998  79.9800   -0.897760    0.440485    0.809151   -0.587601    0.559515    2.147116
7999  79.9900   -0.898377    0.439225    0.812936   -0.582353    0.560775    2.143129
8000  80.0000   -0.898571    0.438828    0.816608   -0.577192    0.561172    2.138364
8001  80.0100   -0.898343    0.439294    0.820173   -0.572116    0.560706    2.132822
8002  80.0200   -0.897694    0.440620    0.823634   -0.567122    0.559380    2.126501
8003  80.0300   -0.896619    0.442802    0.826996   -0.562208    0.557198    2.119405
8004  80.0400   -0.895116    0.445834    0.830264   -0.557371    0.554166    2.111537
8005  80.0500   -0.893175    0.449709    0.833440   -0.552609    0.550291    2.102900
8006  80.0600   -0.890790    0.454416    0.836532   -0.547919    0.545584    2.093503
8007  80.0700   -0.887947    0.459945    0.839542   -0.543296    0.540055    2.083351
8008  80.0800   -0.884636    0.466282    0.842476   -0.538734    0.533718    2.072453
8009  80.0900   -0.880842    0.473410    0.845340   -0.534229    0.526590    2.060819
8010  80.1000   -0.876550    0.481311    0.848140   -0.529771    0.518689    2.048460
8011  80.1100   -0.871743    0.489964    0.850885   -0.525352    0.510036    2.035388
8012  80.1200   -0.866403    0.499345    0.853582   -0.520959    0.500655    2.021615
8013  80.1300   -0.860515    0.509426    0.856240   -0.516579    0.490574    2.007153
